pxcor,pycor,pcolor,plabel,plabel-color,name,accessibility,ward-number,density,total0,total00,b51,b52,b53,b54,b55,b201,b202,b203,b204,b205,b501,b502,b503,b504,b505,b1001,b1002,b1003,b1004,b1005,b5001,b5002,b5003,b5004,b5005,s51,s52,s53,s54,s55,s201,s202,s203,s204,s205,s501,s502,s503,s504,s505,s1001,s1002,s1003,s1004,s1005,s5001,s5002,s5003,s5004,s5005
19,13,0,,9.9,Loxford,3,357,0.666666667,0.1,0.423076923,0,0,0,0,,,,,0,0,0.5,,,,0,0,0,,,0,,1,0,,,1,0,0,0,,,,,0,0,1,0,1,0,0,0.5,,1,0.75,,0.5,0,1,0.5,
-47,12,0,,9.9,Uxbridge North,1.5,130,1.333333333,0.4375,0.441640379,0.625,0.117647059,0.166666667,0,0.111111111,0.615384615,0.272727273,0.5,0.466666667,0.142857143,0.647058824,0.5,0.4,0.4,0.428571429,0.5,0.529411765,0.523809524,0.461538462,0.6,0.666666667,0.4,0.375,0.777777778,0.625,0.461538462,0.153846154,0.214285714,0,0,0.529411765,0.5,0.428571429,0.25,0.083333333,0.636363636,0.142857143,0.5,0.363636364,0.230769231,0.666666667,0.705882353,0.571428571,0.555555556,0.666666667,0.5625,0.8,0.733333333,0.533333333,0.555555556
-33,12,0,,9.9,Northolt Mandeville,2,95,0.125,0.333333333,0,0,,,0,,1,0,,,0,0,,,,0,,,,0.5,1,,0.5,,,1,,,,,0,0,0,,,,,0,,,,0,,0,,0,,,,,
-32,12,0,,9.9,North Greenford,1.5,88,0.636363636,0.314606742,0.309677419,0,0,0.5,0,0,0.333333333,0.333333333,0.25,0,0,0.5,0.333333333,0.5,0,0,0,1,0.8,0.75,0.5,0.75,0.666666667,0.5,1,1,0.1,0.142857143,0.666666667,0,0,0.285714286,0.2,0.666666667,0,0.222222222,0.4,0.5,0.333333333,0.2,0.428571429,0.571428571,0.166666667,0.8,0.25,0.5,0.625,0.142857143,0.142857143,0,0.4
-25,12,0,,9.9,Wembley Central,3,168,1.6,0.694214876,0.503597122,1,0.333333333,0.3,0,0,1,1,1,0.333333333,0,1,0.857142857,0.5,0.833333333,1,0.8,1,0.857142857,0.714285714,0.6,0.75,1,0.833333333,0.833333333,0.8,0,0.2,0.333333333,0.222222222,0,0.8,0,0.6,0.5,0.333333333,1,0.833333333,0.666666667,0.545454545,0.375,0.6,0.333333333,0.666666667,0.6,0.5,0.714285714,0.666666667,0.333333333,1,0.75
-21,12,0,,9.9,Stonebridge,2,170,2,0.61829653,0.34741784,0.5625,0,0.416666667,0,0.0625,0.923076923,0.769230769,0.631578947,0.428571429,0.333333333,0.785714286,0.692307692,0.571428571,0.777777778,0.545454545,0.75,0.818181818,0.846153846,1,0.6875,0.833333333,0.666666667,0.888888889,0.583333333,0.666666667,0.5,0.230769231,0.142857143,0.111111111,0,0.3,0.5,0.352941176,0.285714286,0.235294118,0.411764706,0.4375,0.5625,0.263157895,0.357142857,0.333333333,0.6,0.428571429,0.333333333,0.545454545,0.470588235,0.352941176,0.4,0.285714286,0.533333333
-14,12,0,,9.9,Fortune Green,3,508,11.66666667,0.567287785,0.439655172,0.333333333,0.277777778,0.5,0,0.047619048,0.708333333,0.708333333,0.615384615,0.357142857,0.166666667,0.72,0.714285714,0.764705882,0.714285714,0.764705882,0.625,0.666666667,0.7,0.642857143,0.384615385,0.714285714,0.85,0.666666667,0.625,0.764705882,0.407407407,0.384615385,0.44,0.166666667,0,0.708333333,0.588235294,0.347826087,0.291666667,0.222222222,0.666666667,0.655172414,0.526315789,0.352941176,0.384615385,0.458333333,0.384615385,0.482758621,0.55,0.363636364,0.35,0.8125,0.578947368,0.62962963,0.458333333
-9,12,0,,9.9,Gospel Oak,3,510,21.5,0.525663717,0.482142857,0.75,0.48,0.52173913,0,0.037037037,0.666666667,0.684210526,0.6,0.266666667,0.12,0.666666667,0.678571429,0.454545455,0.5,0.5,0.75,0.615384615,0.52,0.52173913,0.535714286,0.842105263,0.722222222,0.6,0.625,0.611111111,0.516129032,0.363636364,0.454545455,0.043478261,0,0.516129032,0.666666667,0.461538462,0.1,0.260869565,0.558823529,0.648648649,0.59375,0.333333333,0.4,0.592592593,0.5,0.52173913,0.384615385,0.615384615,0.740740741,0.65625,0.611111111,0.666666667,0.72
-7,12,0,,9.9,Kentish Town,5,512,23.66666667,0.691737288,0.447147651,0.833333333,0.787878788,0.783783784,0.045454545,0.038461538,0.857142857,0.730769231,0.761904762,0.428571429,0.342857143,0.739130435,0.761904762,0.709677419,0.363636364,0.631578947,0.833333333,0.765957447,0.833333333,0.571428571,0.666666667,0.902439024,0.852941176,0.93877551,0.714285714,0.711111111,0.5,0.362068966,0.375,0.06122449,0.022222222,0.511627907,0.612244898,0.523809524,0.309090909,0.276595745,0.714285714,0.568181818,0.58,0.477272727,0.339285714,0.536585366,0.525423729,0.603773585,0.547619048,0.44,0.676470588,0.5,0.488888889,0.489361702,0.34
0,12,0,,9.9,Mildmay,5,549,23,0.496031746,0.491442543,0.615384615,0.6,0.444444444,0,0,0.714285714,0.4375,0.4,0.2,0.125,0.625,0.5,0.555555556,0.571428571,0.333333333,0.5,0.888888889,0.6,0.272727273,0.636363636,0.888888889,0.5,0.428571429,0.6,0.75,0.5625,0.5,0.4,0,0,0.722222222,0.916666667,0.428571429,0.5,0.227272727,0.636363636,0.428571429,0.538461538,0.65,0.35,0.777777778,0.666666667,0.6,0.571428571,0.444444444,0.375,0.5,0.473684211,0.588235294,0.571428571
1,12,0,,9.9,Dalston,6,555,17,0.4762634,0.425454545,0.59375,0.35,0.487804878,0.16,0,0.518518519,0.375,0.47826087,0.238095238,0.166666667,0.590909091,0.705882353,0.482758621,0.433333333,0.230769231,0.535714286,0.538461538,0.551724138,0.75,0.347826087,0.666666667,0.666666667,0.666666667,0.472222222,0.583333333,0.454545455,0.4375,0.466666667,0.066666667,0,0.419354839,0.404761905,0.483870968,0.382352941,0.1,0.465116279,0.638888889,0.564102564,0.457142857,0.210526316,0.41025641,0.416666667,0.620689655,0.545454545,0.407407407,0.586206897,0.6,0.434782609,0.482758621,0.575757576
3,12,0,,9.9,Hackney Central,6,564,17,0.559284116,0.438983051,0.608695652,0.4,0.4,0,0.076923077,0.8,0.65,0.590909091,0.35,0.1875,0.692307692,0.785714286,0.722222222,0.523809524,0.545454545,0.846153846,0.75,0.782608696,0.5,0.5,0.625,0.692307692,0.541666667,0.620689655,0.615384615,0.36,0.304347826,0.611111111,0.041666667,0.107142857,0.695652174,0.5,0.4375,0.272727273,0.25,0.666666667,0.875,0.486486486,0.285714286,0.44,0.583333333,0.444444444,0.484848485,0.409090909,0.48,0.473684211,0.473684211,0.529411765,0.5,0.571428571
4,12,0,,9.9,Chatham,5,565,7.75,0.544827586,0.40070922,0.458333333,0.315789474,0.625,0.125,0,0.428571429,0.571428571,0.571428571,0.388888889,0.333333333,0.433333333,0.7,0.833333333,0.538461538,0.642857143,0.9,0.636363636,0.65,0.375,0.5,0.789473684,0.833333333,0.692307692,0.6,0.45,0.208333333,0.476190476,0.208333333,0,0,0.451612903,0.476190476,0.333333333,0.35,0.269230769,0.4,0.458333333,0.533333333,0.375,0.444444444,0.5,0.666666667,0.434782609,0.434782609,0.368421053,0.48,0.529411765,0.541666667,0.619047619,0.416666667
7,12,0,,9.9,Wick,3,554,5.2,0.471204188,0.463963964,0.368421053,0.4,0.235294118,0,0.125,0.388888889,0.333333333,0.8,0.285714286,0.055555556,0.428571429,0.611111111,0.55,0.642857143,0.375,0.684210526,0.5,0.625,0.611111111,0.470588235,0.416666667,0.611111111,0.736842105,0.777777778,0.705882353,0.476190476,0.461538462,0.277777778,0,0,0.411764706,0.473684211,0.461538462,0.294117647,0.166666667,0.631578947,0.611111111,0.5,0.37037037,0.333333333,0.590909091,0.555555556,0.727272727,0.294117647,0.2,0.608695652,0.714285714,0.45,0.5625,0.882352941
9,12,0,,9.9,Stratford and New Town,6,592,2.642857143,0.59352518,0.442196532,0.3125,0.32,0.24,0.055555556,0,0.769230769,0.576923077,0.545454545,0.35,0.2,0.833333333,0.80952381,0.8,0.740740741,0.681818182,0.689655172,0.55,0.807692308,0.8,0.652173913,0.666666667,0.695652174,0.769230769,0.761904762,0.722222222,0.55,0.35483871,0.272727273,0.032258065,0.057142857,0.736842105,0.6,0.615384615,0.275862069,0.129032258,0.65625,0.59375,0.5,0.366666667,0.541666667,0.65,0.56,0.461538462,0.44,0.434782609,0.652173913,0.612903226,0.423076923,0.6,0.307692308
14,12,0,,9.9,Forest Gate South,3,598,1,0.5,0.424657534,,,0.333333333,0,,0,,,1,0,1,,0.333333333,1,1,1,1,1,0.5,0,,1,,,1,0,0.333333333,0.4,0,0,0.2,0.5,0.5,0.333333333,0,0.75,,0.666666667,0.5,0.333333333,0,0.6,0.333333333,0.5,1,0.8,0.666666667,0.25,,0.333333333
21,12,0,,9.9,Longbridge,2,613,0.8,0.5,0.358208955,0.333333333,0.333333333,0,0,0,0.666666667,0.5,0,0,0,0.5,0.666666667,1,0,0.666666667,1,0.5,1,1,0.4,0.666666667,0.75,0.666666667,1,0.5,0.25,0,0.333333333,0,0,,0,0,0.166666667,,0,,0.666666667,0.666666667,0.333333333,1,1,0.333333333,0.25,0,0.8,0.666666667,1,0.25,0.333333333
24,12,0,,9.9,Mayesbrook,2,616,0.2,0.8125,0.3,0.5,,,,,1,1,1,0,,1,1,1,,1,,,,1,0.666666667,,,,1,,,,,0,,1,,,,,1,,,,,,0,,0,,,0,,0,1
-48,11,0,,9.9,Uxbridge South,1.5,128,0.153846154,0.473684211,0.571428571,,,0,0,0,0.5,0.5,,,,,,1,1,0.333333333,,0,,0.5,1,,,1,1,,0,0,,0,,,0,,,1,1,0.5,,,0.5,0.5,0.666666667,1,1,1,1,,0.5,,1
-43,11,0,,9.9,Hillingdon East,1,131,1.7,0.497435897,0.416422287,0.428571429,0.5,0.142857143,0,0,0.647058824,0.466666667,0.444444444,0.125,0,0.666666667,0.625,0.636363636,0.333333333,0.25,0.833333333,0.714285714,0.333333333,0.75,0.666666667,1,0.642857143,0.666666667,0.5,0.5,0.5625,0.217391304,0.272727273,0.083333333,0,0.5,0.4375,0.5,0.25,0.266666667,0.636363636,0.3,0.384615385,0.5,0.166666667,0.529411765,0.333333333,0.705882353,0.545454545,0.583333333,0.5,0.5,0.55,0.631578947,0.363636364
-32,11,0,,9.9,Greenford Green,2,98,0.7,0.558139535,0.370689655,1,0,0,0,0,0.8,0.6,0.2,1,0.333333333,0.5,0.5,0.75,0.5,1,1,0.8,0.25,0.5,1,1,0.6,0.75,0,1,0.2,0.333333333,,0,0,0,0.4,0.2,0.666666667,0.333333333,0.5,0.25,1,0.25,0.285714286,0.2,0.4,0.5,0.5,0,0.5,0.571428571,0.714285714,0.166666667,0.5
-18,11,0,,9.9,Willesden Green,3,178,4,0.578947368,0.404761905,0.666666667,0.8,0.5,0,0,0.571428571,0,0.2,0.333333333,0.363636364,0.888888889,0.75,0.714285714,0.666666667,0.666666667,0.714285714,0.625,0.571428571,0.666666667,0.4,0.75,0.25,0.8,0.666666667,1,0.375,0.5,0.25,0,0,0.333333333,0.777777778,0.545454545,0.2,0.1,0.384615385,0.25,0.333333333,0.5,0.363636364,0.8,0.4,0.444444444,1,0.375,0.666666667,0.4,0.8,0.454545455,0.777777778
-16,11,0,,9.9,Brondesbury Park,3,180,5.8,0.583120205,0.424914676,0.5,0.6,0.482758621,0,0,0.714285714,0.666666667,0.6,0.5,0.1875,0.8,0.733333333,0.666666667,0.636363636,0.636363636,0.6875,0.538461538,0.857142857,0.636363636,0.571428571,0.866666667,0.769230769,0.777777778,0.727272727,0.714285714,0.318181818,0.384615385,0.382352941,0,0.086956522,0.388888889,0.4,0.407407407,0.222222222,0.32,0.6,0.5,0.541666667,0.333333333,0.333333333,0.533333333,0.633333333,0.5,0.48,0.333333333,0.5,0.608695652,0.5,0.526315789,0.454545455
-13,11,0,,9.9,West Hampstead,6,513,18.5,0.657024793,0.422047244,0.705882353,0.619047619,0.5625,0.058823529,0,0.75,0.615384615,0.615384615,0.5,0.411764706,0.913043478,0.8,0.9375,0.642857143,0.416666667,0.821428571,0.95,0.666666667,0.764705882,0.608695652,0.789473684,0.882352941,0.789473684,0.72,0.65,0.461538462,0.315789474,0.258064516,0.086956522,0.034482759,0.620689655,0.444444444,0.407407407,0.130434783,0.130434783,0.642857143,0.466666667,0.466666667,0.5,0.275862069,0.466666667,0.433333333,0.705882353,0.6,0.5,0.466666667,0.592592593,0.64,0.5,0.517241379
-10,11,0,,9.9,Belsize,3,514,19.33333333,0.61192053,0.433492823,0.638888889,0.566666667,0.545454545,0.029411765,0.060606061,0.837837838,0.695652174,0.642857143,0.32,0.25,0.787878788,0.791666667,0.714285714,0.625,0.458333333,0.821428571,0.677419355,0.704545455,0.64516129,0.615384615,0.805555556,0.766666667,0.821428571,0.620689655,0.771428571,0.576923077,0.457142857,0.425925926,0,0.021276596,0.628571429,0.424242424,0.384615385,0.268292683,0.15,0.621621622,0.5,0.543478261,0.463414634,0.3,0.613636364,0.62,0.5,0.404255319,0.333333333,0.6,0.441176471,0.541666667,0.513513514,0.487179487
-8,11,0,,9.9,Haverstock,4,515,23,0.603773585,0.438547486,0.6,0.5,1,0,0,0.8,0.444444444,0.666666667,0.363636364,0,0.818181818,0.666666667,0.666666667,0.714285714,0.6,0.909090909,0.928571429,0.8,0.538461538,0.5,0.818181818,0.857142857,0.6875,1,0.5,0.583333333,0.272727273,0.083333333,0,0,0.5,0.615384615,0.444444444,0.307692308,0.272727273,0.4,0.4375,0.666666667,0.4,0.473684211,0.666666667,0.529411765,0.6,0.416666667,0.3,0.611111111,0.583333333,0.666666667,0.590909091,0.4
-6,11,0,,9.9,Cantelowes,4,506,17.66666667,0.571428571,0.457380457,0.740740741,0.625,0.458333333,0.130434783,0.142857143,0.7,0.5,0.6,0.444444444,0.153846154,0.551724138,0.75,0.625,0.529411765,0.586206897,0.75,0.72,0.742857143,0.518518519,0.631578947,0.681818182,0.657142857,0.703703704,0.641025641,0.5,0.575757576,0.642857143,0.368421053,0.027027027,0.029411765,0.575757576,0.488888889,0.452380952,0.195652174,0.205882353,0.704545455,0.515151515,0.375,0.363636364,0.358974359,0.541666667,0.613636364,0.451612903,0.513513514,0.472222222,0.775,0.514285714,0.43902439,0.674418605,0.513513514
-3,11,0,,9.9,St. Mary's,6,536,18.25,0.555675676,0.433811802,0.621621622,0.527777778,0.6,0.027027027,0.1,0.534883721,0.65,0.424242424,0.297297297,0.289473684,0.76,0.595238095,0.71875,0.48,0.666666667,0.820512821,0.595238095,0.476190476,0.575,0.488888889,0.80952381,0.580645161,0.75,0.782608696,0.625,0.564516129,0.489361702,0.372093023,0.054545455,0,0.609756098,0.408163265,0.551020408,0.114285714,0.155172414,0.68,0.536585366,0.4375,0.419354839,0.333333333,0.548387097,0.586956522,0.563636364,0.396226415,0.375,0.616666667,0.545454545,0.595744681,0.536585366,0.395833333
-1,11,0,,9.9,Canonbury,6,543,18.25,0.599355532,0.458120903,0.514285714,0.434782609,0.484848485,0.095238095,0.055555556,0.714285714,0.577777778,0.71875,0.444444444,0.294117647,0.811320755,0.642857143,0.627906977,0.605263158,0.6,0.852941176,0.694444444,0.709677419,0.578947368,0.458333333,0.735849057,0.658536585,0.756756757,0.756097561,0.777777778,0.586206897,0.38,0.543859649,0.065217391,0.047619048,0.615384615,0.557692308,0.358490566,0.31372549,0.2,0.672413793,0.590909091,0.492753623,0.482758621,0.310344828,0.489795918,0.548387097,0.571428571,0.408163265,0.5,0.508474576,0.571428571,0.604651163,0.473684211,0.543478261
1,11,0,,9.9,De Beauvoir,4,552,11.66666667,0.511415525,0.502512563,0.545454545,0.48,0.52173913,0.153846154,0.034482759,0.681818182,0.692307692,0.5,0.133333333,0.214285714,0.791666667,0.571428571,0.608695652,0.545454545,0.476190476,0.722222222,0.625,0.75,0.466666667,0.533333333,0.692307692,0.444444444,0.615384615,0.583333333,0.5,0.458333333,0.470588235,0.391304348,0.045454545,0.055555556,0.65,0.533333333,0.5,0.285714286,0.181818182,0.583333333,0.612903226,0.55,0.461538462,0.52,0.65625,0.583333333,0.555555556,0.684210526,0.44,0.586206897,0.608695652,0.678571429,0.647058824,0.576923077
14,11,0,,9.9,Green Street West,3,601,1,0.25,0.446808511,,,0,0,0,0,,,0.5,0,0,1,1,0,0.5,0,,,,0,0,,0,1,,0,0,,0,,0,0.75,0.75,1,0,1,,1,0.25,0,0.333333333,0.6,1,0.5,0.5,1,0,1,,
15,11,0,,9.9,Green Street East,3,602,0.5,0.9,0.214285714,,,,,,1,,,,0,,,,1,,1,1,,1,,1,,,1,,,,,,0.5,0,,0,0,,,0,0,0,0.5,,,,,,,1,0,,
17,11,0,,9.9,East Ham North,3,603,1,0.666666667,0.428571429,0,,0.666666667,0,,,1,,0,0,,1,0.5,,,1,,1,1,,1,,1,1,1,0.25,,0.5,0,0,1,0.5,,,0,,0.75,0.666666667,0.5,0,1,0.666666667,0.75,1,0,0,0.5,0.5,1,0
18,11,0,,9.9,Wall End,2,604,0.4,0.5,0.30952381,0,0,,0,0,,0.333333333,0,0,0,1,0,1,0.5,,1,1,1,0.666666667,1,1,1,1,,0,,,0,0,0,0,1,0.5,0,0,1,,0,,0,0.5,1,0,0,,,1,0.333333333,1,0
19,11,0,,9.9,Abbey,6,612,1.2,0.428571429,0.263636364,0,0,0,0,0,0.6,0.5,0.625,0,0,0.666666667,0.6,0,0,0.333333333,1,1,1,1,1,1,0.5,0.6,0.666666667,0.5,1,0.285714286,0.333333333,0,0.2,0.2,0.2,0.666666667,0,0,0.333333333,0,0,0,0.25,0.333333333,0,0.25,0.5,0.333333333,0,0.4,0.8,0.4,0.166666667
-37,10,0,,9.9,Northolt West End,1.5,85,1.25,0.586021505,0.452,0.625,0.272727273,0.111111111,0,0,0.769230769,0.8,0.4,0.25,0.111111111,0.818181818,0.888888889,0.714285714,0.714285714,0.375,0.75,0.666666667,0.714285714,0.333333333,0.714285714,0.9,0.857142857,1,1,0.8,0.111111111,0.333333333,0.076923077,0.2,0,0.538461538,0.5,0.333333333,0.363636364,0.1,0.6,0.357142857,0.7,0.444444444,0.7,0.666666667,0.75,0.428571429,0.444444444,0.333333333,0.7,0.6875,0.454545455,0.777777778,0.555555556
-25,10,0,,9.9,Alperton,2,175,0.5,0.390243902,0.489361702,1,,0,0,,0.5,,0.5,0.333333333,0.4,0.333333333,0,,0.5,0.5,0.25,0.333333333,0.333333333,,1,1,,0,0.5,0,1,0,0.25,0,,0.5,1,0.5,0,0,0,0.666666667,0.5,0,0.333333333,,1,1,1,0.4,1,1,,1,1
-20,10,0,,9.9,Harlesden,3,177,3.5,0.494117647,0.294117647,0.5,0.5,0.428571429,0,0,0.666666667,0.666666667,0.4,0.75,0.6,0.727272727,0.222222222,0.545454545,0.333333333,0.333333333,0.888888889,0.666666667,0.25,0,0.5,0.4,0.25,0.6,0.714285714,0.833333333,0.166666667,0.272727273,0.142857143,0,0,0.25,0.1,0.272727273,0.142857143,0.083333333,0,0.666666667,0.272727273,0.384615385,0.4,0.615384615,0.444444444,0.375,0.714285714,0.428571429,0.333333333,0.5,0.571428571,0.333333333,0.125
-14,10,0,,9.9,Kilburn,5,181,9,0.632311978,0.413306452,0.636363636,0.695652174,0.272727273,0.1,0.071428571,0.666666667,0.615384615,0.538461538,0.375,0.1875,1,0.857142857,0.473684211,0.666666667,0.8125,0.75,0.7,1,0.705882353,0.5,0.705882353,0.875,0.842105263,0.888888889,0.6875,0.466666667,0.285714286,0.3125,0,0,0.538461538,0.8125,0.4,0.076923077,0.238095238,0.533333333,0.523809524,0.454545455,0.533333333,0.4,0.578947368,0.461538462,0.421052632,0.333333333,0.391304348,0.578947368,0.642857143,0.481481481,0.555555556,0.375
-12,10,0,,9.9,Swiss Cottage,5,499,18.33333333,0.555720654,0.456905504,0.666666667,0.619047619,0.518518519,0.173913043,0.043478261,0.533333333,0.714285714,0.538461538,0.266666667,0.227272727,0.741935484,0.542857143,0.565217391,0.56,0.428571429,0.5625,0.7,0.7,0.714285714,0.625,0.65,0.652173913,0.851851852,0.65625,0.511111111,0.423076923,0.333333333,0.463414634,0,0,0.5,0.511627907,0.428571429,0.344827586,0.161290323,0.707317073,0.724137931,0.423076923,0.432432432,0.441860465,0.62745098,0.744186047,0.365853659,0.4,0.425,0.684210526,0.657142857,0.405405405,0.475,0.609756098
-8,10,0,,9.9,Camden Town with Primrose Hill,6,505,20.33333333,0.65914787,0.47235239,0.71875,0.866666667,0.677419355,0.055555556,0.033333333,0.826086957,0.764705882,0.59375,0.4,0.333333333,0.818181818,0.71875,0.783783784,0.547619048,0.620689655,0.884615385,0.78125,0.842105263,0.736842105,0.648648649,0.870967742,0.8,0.769230769,0.685714286,0.857142857,0.702702703,0.414634146,0.5,0.06122449,0.032258065,0.666666667,0.581395349,0.44,0.29787234,0.181818182,0.641025641,0.56,0.558139535,0.457142857,0.351851852,0.586956522,0.552631579,0.461538462,0.605263158,0.523809524,0.531914894,0.605263158,0.603773585,0.526315789,0.408163265
-5,10,0,,9.9,St. Pancras and Somers Town,6.5,504,11.5,0.561889251,0.426436782,0.75,0.666666667,0.409090909,0.045454545,0.083333333,0.615384615,0.684210526,0.772727273,0.32,0.272727273,0.657142857,0.538461538,0.692307692,0.473684211,0.375,0.842105263,0.75,0.583333333,0.526315789,0.535714286,0.741935484,0.724137931,0.814814815,0.5625,0.571428571,0.5,0.567567568,0.444444444,0.054054054,0.03125,0.65,0.428571429,0.411764706,0.260869565,0.12195122,0.666666667,0.53125,0.545454545,0.405405405,0.257142857,0.682926829,0.454545455,0.481481481,0.411764706,0.388888889,0.43902439,0.433333333,0.529411765,0.371428571,0.487179487
-4,10,0,,9.9,Caledonian,6,535,11,0.570212766,0.457364341,0.666666667,0.454545455,0.7,0.1,0.142857143,0.5,0.555555556,0.5,0.2,0.375,0.454545455,0.666666667,0.285714286,0.545454545,0.428571429,0.8125,0.857142857,0.555555556,0.888888889,0.5,0.625,0.714285714,0.909090909,0.666666667,0.5,0.923076923,0.294117647,0.409090909,0.071428571,0,0.714285714,0.473684211,0.333333333,0.3,0.2,0.6,0.6875,0.5,0.461538462,0.266666667,0.6,0.619047619,0.555555556,0.5,0.583333333,0.5,0.583333333,0.444444444,0.333333333,0.384615385
-3,10,0,,9.9,Barnsbury,5,544,17.5,0.551807229,0.403389831,0.555555556,0.5,0.1875,0.142857143,0,0.666666667,0.647058824,0.48,0.666666667,0.333333333,0.5,0.692307692,0.615384615,0.565217391,0.588235294,0.588235294,0.636363636,0.785714286,0.538461538,0.5625,0.666666667,0.666666667,0.777777778,0.666666667,0.8,0.56,0.555555556,0.1875,0,0.043478261,0.45,0.476190476,0.461538462,0.2,0.181818182,0.375,0.454545455,0.392857143,0.208333333,0.294117647,0.590909091,0.458333333,0.407407407,0.424242424,0.619047619,0.6,0.416666667,0.473684211,0.592592593,0.451612903
2,10,0,,9.9,Queensbridge,4,553,12,0.593090211,0.50483871,0.55,0.423076923,0.548387097,0.083333333,0,0.826086957,0.777777778,0.714285714,0.333333333,0.2,0.84,0.739130435,0.75,0.730769231,0.705882353,0.666666667,0.526315789,0.529411765,0.55,0.72,0.733333333,0.6,0.722222222,0.76,0.722222222,0.580645161,0.272727273,0.46875,0.090909091,0.095238095,0.571428571,0.5,0.37037037,0.346153846,0.24,0.689655172,0.620689655,0.714285714,0.464285714,0.407407407,0.476190476,0.68,0.782608696,0.542857143,0.6,0.823529412,0.483870968,0.625,0.619047619,0.565217391
4,10,0,,9.9,Victoria,3,563,14,0.580547112,0.404907975,0.5,0.647058824,0.5,0,0,0.583333333,0.409090909,0.6,0.380952381,0.333333333,0.583333333,0.625,0.818181818,0.647058824,0.5,0.833333333,0.789473684,0.875,0.714285714,0.5,0.857142857,0.846153846,0.75,0.6,0.571428571,0.222222222,0.428571429,0.32,0.052631579,0.045454545,0.583333333,0.375,0.428571429,0.315789474,0.153846154,0.444444444,0.52,0.538461538,0.222222222,0.428571429,0.263157895,0.4,0.52173913,0.5,0.411764706,0.678571429,0.48,0.45,0.555555556,0.5
6,10,0,,9.9,Bow East,2,530,3.833333333,0.614285714,0.445727483,0.583333333,0.625,0.444444444,0,0,0.777777778,0.6875,0.8,0.7,0.375,0.857142857,0.928571429,0.428571429,0.6,0.571428571,0.714285714,1,0.636363636,0.833333333,0.647058824,0.857142857,0.5,0.625,0.5,0.588235294,0.666666667,0.307692308,0.125,0.052631579,0,0.7,0.428571429,0.476190476,0.25,0.176470588,0.611111111,0.761904762,0.470588235,0.375,0.3,0.476190476,0.285714286,0.25,0.590909091,0.375,0.5,0.714285714,0.692307692,0.590909091,0.5
12,10,0,,9.9,West Ham,4,596,2.25,0.554794521,0.461538462,0.4,0,0.5,0,0,0.888888889,0.833333333,0.428571429,0,0.4,0.7,0.333333333,0.25,0.571428571,0.2,1,0.428571429,0.7,1,0.428571429,0.769230769,0.714285714,0.5,0.714285714,0.666666667,0.375,0.4,0.333333333,0,0,0.5,0.333333333,0.4,0.25,0.375,0.75,0.75,0.333333333,0.6,0.6,0.5,0.666666667,0.571428571,0.333333333,0.615384615,,1,0.75,0.25,0.666666667
22,10,0,,9.9,Eastbury,2,614,0.333333333,0.548387097,0.333333333,0,0,1,0,0,,,0.666666667,,0,,1,0.5,1,0,,0.5,1,1,1,1,1,,,0.333333333,,0,,0,,0,0,1,0.5,,1,0.5,,,0,,0.5,,,,0,,1,1,
-40,9,0,,9.9,Charville,1.5,141,1.666666667,0.460732984,0.315589354,0.7,0.285714286,0.444444444,0.2,0.058823529,0.571428571,0.375,0,0.555555556,0.142857143,0.5,0.75,0.444444444,0.5,0.555555556,0.6,0,0.888888889,0.615384615,0.6,0.75,0.6,0.333333333,0.5,0.666666667,0,0.222222222,0,0.05,0,0.076923077,0.333333333,0.363636364,0.2,0.214285714,0.444444444,0.571428571,0.583333333,0.5,0.428571429,0.333333333,0.230769231,0.333333333,0.444444444,0.166666667,0.5,0.384615385,0.333333333,0.416666667,0.5
-34,9,0,,9.9,Greenford Broadway,2,87,0.375,0.733333333,0.516666667,1,1,0.5,0.4,0,1,1,0,0.5,1,,1,,0,,1,1,1,,1,,1,1,,,0,0.5,0.666666667,0,0,0.5,0.333333333,,0.5,0.2,0.333333333,0.333333333,0.5,0.6,0.5,0.75,1,1,1,1,0.5,0.5,0.5,0.5,0.75
-29,9,0,,9.9,Perivale,2,99,0.25,0.8,0.230769231,,0,0.5,0,,1,0.5,1,,1,1,,1,1,,1,1,1,1,1,,1,0.5,0.5,1,0,0,,0,0,0,0,,0,0,,0,1,0,,1,0,0,,,0,1,1,,1
-18,9,0,,9.9,Kensal Green,3,176,4.5,0.694323144,0.414473684,0.666666667,0.545454545,0.714285714,0,0.1,0.75,0.75,0.545454545,0.727272727,0.142857143,0.818181818,0.888888889,0.733333333,0.714285714,1,1,0.777777778,0.8,0.7,0.9,0.888888889,1,0.7,0.666666667,0.857142857,0.538461538,0.333333333,0.333333333,0,0.047619048,0.5,0.375,0.555555556,0.3125,0.272727273,0.769230769,0.416666667,0.272727273,0.363636364,0.315789474,0.454545455,0.368421053,0.727272727,0.454545455,0.5,0.714285714,0.583333333,0.375,0.5,0.75
